epoch,global_step,cos_grad_data_no_slip,cos_grad_data_momentum,cos_grad_data_continuity,cos_grad_data_inlet_bc,cos_grad_data_rcr_bc,grad_norm_data,grad_norm_physics,gradient_norm,gradient_clip_flag,no_slip_raw,inlet_bc_raw,data_total,pde_total,loss_ratio_raw,lambda_phy,lambda_target,lambda_clamped_high,ema_data,ema_physics
0,50,-0.12103798985481262,0.0,0.0,-0.3334040641784668,0.0,0.2688445448875427,0.0,3.687215805053711,True,1.2272348403930664,0.2889177203178406,0.5731395483016968,0.0,573139548301.6968,0.0,0.0,False,1.387890790670935,0.0
0,100,-0.7759889364242554,0.0,0.0,0.8896813988685608,0.0,0.23446513712406158,0.0,1.1872888803482056,True,0.4048719108104706,0.26164326071739197,0.6437481045722961,0.0,643748104572.2961,0.0,0.0,False,1.20670361748352,0.0
1,150,-0.8618462085723877,0.0,0.0,0.5799700617790222,0.0,0.7965978980064392,0.0,0.6128345131874084,False,0.47473597526550293,0.12716971337795258,1.5019474029541016,0.0,1501947402954.1016,0.0,0.0,False,1.2801460837889767,0.0
1,200,-0.979131281375885,0.0,0.0,0.9095463156700134,0.0,1.147782325744629,0.0,1.3958120346069336,True,0.20396359264850616,0.30568307638168335,1.2821990251541138,0.0,1282199025154.1138,0.0,0.0,False,1.210405062436227,0.0
1,250,-0.07337985932826996,0.0,0.0,0.4812249541282654,0.0,0.3078182637691498,0.0,1.504549264907837,True,0.2580719292163849,0.34535911679267883,0.1819114238023758,0.0,181911423802.3758,0.0,0.0,False,1.1419766912555844,0.0
2,300,-0.9020256400108337,0.0,0.0,0.9528939723968506,0.0,1.0541927814483643,0.0,1.3427469730377197,True,0.20923811197280884,0.2605976462364197,1.3596150875091553,0.0,1359615087509.1553,0.0,0.0,False,1.0305070035920216,0.0
2,350,-0.8211931586265564,0.0,0.0,0.6226862668991089,0.0,1.3378419876098633,0.0,1.5830408334732056,True,0.2666071653366089,0.2552259564399719,3.528954029083252,0.0,3528954029083.252,0.0,0.0,False,1.1242836423618576,0.0
2,400,-0.9282249212265015,0.0,0.0,0.8645522594451904,0.0,0.9661188125610352,0.0,0.5089365839958191,False,0.32848188281059265,0.08328525722026825,0.9453213214874268,0.0,945321321487.4268,0.0,0.0,False,1.067967181637794,0.0
3,450,-0.8454359173774719,0.0,0.0,0.9042244553565979,0.0,0.46829137206077576,0.0,0.8626886606216431,False,0.18470770120620728,0.12025308609008789,0.2758485972881317,0.0,275848597288.1317,0.0,0.0,False,1.018148099376244,0.0
3,500,-0.5472864508628845,0.0,0.0,0.6308969259262085,0.0,0.6518869400024414,0.0,1.535316824913025,True,0.18782079219818115,0.22969412803649902,1.0406765937805176,0.0,1040676593780.5176,0.0,0.0,False,1.1343432441122068,0.0
3,550,-0.9282332062721252,0.0,0.0,0.49253618717193604,0.0,0.5378965139389038,0.0,1.212092638015747,True,0.22462186217308044,0.17352715134620667,0.36029577255249023,0.0,360295772552.49023,0.0,0.0,False,1.034012232996158,0.0
4,600,-0.9300204515457153,0.0,0.0,0.5196119546890259,0.0,1.176350712776184,0.0,1.5471867322921753,True,0.29371994733810425,0.047520194202661514,0.5844951868057251,0.0,584495186805.7251,0.0,0.0,False,1.061695450832855,0.0
4,650,0.15212367475032806,0.0,0.0,0.8123718500137329,0.0,1.590792179107666,0.0,5.150834083557129,True,0.20112603902816772,0.15380139648914337,0.2801035940647125,0.0,280103594064.7125,0.0,0.0,False,1.0774399257120684,0.0
5,700,-0.8940936923027039,0.0,0.0,0.7163563966751099,0.0,1.1431463956832886,0.0,1.262653112411499,True,0.34686166048049927,0.03297434374690056,0.9951698184013367,0.0,995169818401.3367,0.0,0.0,False,1.075051109458164,0.0
5,750,-0.8763906955718994,0.0,0.0,0.7005760073661804,0.0,0.8411345481872559,0.0,0.8676831126213074,False,0.2465898096561432,0.21731805801391602,0.7995280027389526,0.0,799528002738.9526,0.0,0.0,False,1.0739621636951722,0.0
5,800,-0.955876886844635,0.0,0.0,0.6003614068031311,0.0,2.1846985816955566,0.0,1.981523871421814,True,0.1787123680114746,0.22250035405158997,1.3923991918563843,0.0,1392399191856.3843,0.0,0.0,False,1.0464605133332503,0.0
6,850,-0.8947625160217285,0.0,0.0,0.7066130638122559,0.0,1.5376580953598022,0.0,1.50454843044281,True,0.14326372742652893,0.10147342830896378,0.9636134505271912,0.0,963613450527.1912,0.0,0.0,False,1.0598536720619791,0.0
6,900,0.25438451766967773,0.0,0.0,-0.6034504175186157,0.0,0.14464204013347626,0.0,0.9247793555259705,False,0.16358084976673126,0.22141675651073456,0.2819211184978485,0.0,281921118497.8485,0.0,0.0,False,1.0655668861599878,0.0
6,950,-0.9190601110458374,0.0,0.0,0.6865289807319641,0.0,0.8944482803344727,0.0,0.894984781742096,False,0.1328490674495697,0.14181987941265106,0.28458401560783386,0.0,284584015607.83386,0.0,0.0,False,1.0094147731060095,0.0
7,1000,-0.9232223629951477,0.0,0.0,0.5566438436508179,0.0,2.416332483291626,0.0,2.189438819885254,True,0.19038677215576172,0.21936295926570892,1.3120638132095337,0.0,1312063813209.5337,0.0,0.0,False,0.9620013817004679,0.0
7,1050,0.10471657663583755,0.0,0.0,0.09113338589668274,0.0,0.6040393710136414,0.0,1.2288531064987183,True,0.2821660339832306,0.06993228942155838,0.9312859177589417,0.0,931285917758.9417,0.0,0.0,False,1.0581144429268015,0.0
7,1100,-0.7521347999572754,0.0,0.0,0.6160477995872498,0.0,0.5205064415931702,0.0,0.6082144379615784,False,0.1722966730594635,0.09468033909797668,0.8458001613616943,0.0,845800161361.6943,0.0,0.0,False,1.0095509708951709,0.0
8,1150,-0.19120658934116364,0.0,0.0,-0.09596281498670578,0.0,0.8890586495399475,0.0,1.5976006984710693,True,0.33088135719299316,0.029050221666693687,0.9545091390609741,0.0,954509139060.9741,0.0,0.0,False,1.0291143251285528,0.0
8,1200,-0.8799241185188293,0.0,0.0,0.5566632747650146,0.0,1.566920280456543,0.0,1.0054831504821777,True,0.22291885316371918,0.08092118799686432,1.6201121807098389,0.0,1620112180709.8389,0.0,0.0,False,1.0452838984185382,0.0
9,1250,-0.894183874130249,0.0,0.0,0.7407746315002441,0.0,2.1567323207855225,0.0,1.5211914777755737,True,0.2520342767238617,0.0775219202041626,3.164541721343994,0.0,3164541721343.994,0.0,0.0,False,1.0329364417771265,0.0
9,1300,-0.4196385145187378,0.0,0.0,0.1398603916168213,0.0,0.6971871256828308,0.0,0.8849999308586121,False,0.22111362218856812,0.0832560807466507,0.5641337633132935,0.0,564133763313.2935,0.0,0.0,False,1.0332361093519622,0.0
9,1350,-0.6999927759170532,0.0,0.0,0.38907554745674133,0.0,0.8473917245864868,0.0,1.4635862112045288,True,0.22815285623073578,0.36641737818717957,0.738934338092804,0.0,738934338092.804,0.0,0.0,False,1.0372981509151975,0.0
